"label","score"
0,676.062995677749
0,798.192388332365
0,465.914634057087
0,944.642981354912
0,1029.63360581516
0,761.291749955804
0,769.66992224181
0,632.645868656796
0,1058.134413701
0,934.227682560498
0,975.856198743259
0,794.391359439741
0,1313.99652053381
0,631.016138709274
0,850.769357315487
0,1453.65320058229
0,528.088514036049
0,1129.30868932318
0,1611.73994414366
0,659.773708981822
0,665.52163536857
0,672.257795548929
0,1505.00297999011
0,738.587719239358
0,840.894921922807
0,1053.58389075478
0,874.385543665944
0,604.651507494032
0,698.61634444173
0,791.486927391696
0,759.886481965651
0,758.411198003693
0,1080.37174156809
0,732.247176388343
0,590.807408246153
0,609.955900166348
0,662.054427816868
0,784.149385541569
0,838.862220071702
0,805.93582756287
0,1653.34408346729
0,1388.48832089231
0,806.651732776308
0,830.434020534894
0,673.573346190338
0,783.255969360962
0,713.287406826204
0,752.179648233381
0,976.849036783733
0,828.778574422866
0,830.132207100448
0,777.75030625511
0,1071.70283672042
0,909.997190553834
0,776.376111554192
0,1012.04948893515
0,702.580371802872
0,948.128061645318
0,594.649081687808
0,787.256231623175
0,921.885221620645
0,774.53161273999
0,701.757696452221
0,902.056536339227
0,634.674768355193
0,818.829320398209
0,562.101809697316
0,781.535213118793
0,761.718442456628
0,663.612941759473
0,812.359675568804
0,622.977362467562
0,753.019652457048
0,662.406425871536
0,1224.22900542592
0,919.949662249393
0,914.475853819207
0,653.737968117257
0,1104.69076501156
0,873.478586390545
0,627.405920620674
0,805.734526959997
0,733.256248374057
0,1000.80560089518
0,1151.25603187097
0,924.124346256417
0,866.775491116738
0,785.678081605216
0,614.342870880076
0,638.306883280072
0,663.048225999266
0,740.355945467444
0,927.660639651466
0,692.327055569927
0,859.558460067765
0,893.145921104674
0,550.559952145384
0,1027.64830209097
0,702.97647654856
0,645.391232620858
0,845.222672628018
0,883.345385843841
0,1070.13922222357
0,1120.86474059511
0,605.46856526583
0,1047.76871186933
0,595.720263930372
0,720.886821337313
0,945.972125173893
0,591.852030503853
0,759.204317373409
0,542.300607105745
0,701.066244114769
0,786.497417247361
0,647.749834035665
0,743.821074456566
0,742.023225406308
0,589.075096922867
0,962.336478195662
0,800.772550575346
0,853.482346246128
0,629.958099588257
0,726.929812026625
0,826.306438222527
0,709.906014358394
0,631.449802247555
0,1063.52290114377
0,661.589202391426
0,705.492374164503
0,1140.1736210503
0,944.695575121118
0,912.280156667226
0,744.938867996086
0,675.879351094539
0,888.56629383628
0,820.9924178494
0,894.348003379638
0,654.020891743114
0,876.801698296769
0,925.312033757116
0,819.488575389613
0,816.806745834617
0,1196.17012382701
0,854.951803485743
0,571.932185061453
0,502.570846112524
0,543.622608894666
0,677.094595855488
0,1153.19760922268
0,507.537462705429
0,890.792041214046
0,592.991375907781
0,671.909807249801
0,840.193231270541
0,766.468784624957
0,885.156690081819
0,971.84503143741
0,1238.09622295562
0,862.854991661254
0,726.631586204472
0,767.940537693909
